GID_2,GID_0,COUNTRY,GID_1,NAME_1,NL_NAME_1,NAME_2,VARNAME_2,NL_NAME_2,TYPE_2,ENGTYPE_2,CC_2,HASC_2
KEN.31.10_1,KEN,Kenya,KEN.31_1,Nakuru,NA,Rongai,NA,NA,Constituency,Constituency,"173",NA
KEN.31.11_1,KEN,Kenya,KEN.31_1,Nakuru,NA,Subukia,NA,NA,Constituency,Constituency,"172",NA
KEN.32.1_1,KEN,Kenya,KEN.32_1,Nandi,NA,Aldai,NA,NA,Constituency,Constituency,"152",NA
KEN.32.2_1,KEN,Kenya,KEN.32_1,Nandi,NA,Chesumei,NA,NA,Constituency,Constituency,"154",NA
KEN.32.3_1,KEN,Kenya,KEN.32_1,Nandi,NA,Emgwen,NA,NA,Constituency,Constituency,"155",NA
KEN.32.4_1,KEN,Kenya,KEN.32_1,Nandi,NA,Mosop,NA,NA,Constituency,Constituency,"156",NA
KEN.32.5_1,KEN,Kenya,KEN.32_1,Nandi,NA,Nandi Hills,NA,NA,Constituency,Constituency,"153",NA
KEN.32.6_1,KEN,Kenya,KEN.32_1,Nandi,NA,Tinderet,NA,NA,Constituency,Constituency,"151",NA
KEN.33.1_1,KEN,Kenya,KEN.33_1,Narok,NA,Emurua Dikirr,NA,NA,Constituency,Constituency,"178",NA
KEN.33.2_1,KEN,Kenya,KEN.33_1,Narok,NA,Kilgoris,NA,NA,Constituency,Constituency,"177",NA
KEN.33.3_1,KEN,Kenya,KEN.33_1,Narok,NA,Narok East,NA,NA,Constituency,Constituency,"180",NA
KEN.33.4_1,KEN,Kenya,KEN.33_1,Narok,NA,Narok North,NA,NA,Constituency,Constituency,"179",NA
KEN.33.5_1,KEN,Kenya,KEN.33_1,Narok,NA,Narok South,NA,NA,Constituency,Constituency,"181",NA
KEN.33.6_1,KEN,Kenya,KEN.33_1,Narok,NA,Narok West,NA,NA,Constituency,Constituency,"182",NA
KEN.34.1_1,KEN,Kenya,KEN.34_1,Nyamira,NA,Borabu,NA,NA,Constituency,Constituency,"273",NA
KEN.34.2_1,KEN,Kenya,KEN.34_1,Nyamira,NA,Kitutu Masaba,NA,NA,Constituency,Constituency,"270",NA
KEN.34.3_1,KEN,Kenya,KEN.34_1,Nyamira,NA,North Mugirango,NA,NA,Constituency,Constituency,"272",NA
KEN.34.4_1,KEN,Kenya,KEN.34_1,Nyamira,NA,West Mugirango,NA,NA,Constituency,Constituency,"271",NA
KEN.35.1_1,KEN,Kenya,KEN.35_1,Nyandarua,NA,Kinangop,NA,NA,Constituency,Constituency,"89",NA
KEN.35.2_1,KEN,Kenya,KEN.35_1,Nyandarua,NA,Kipipiri,NA,NA,Constituency,Constituency,"90",NA
KEN.35.3_1,KEN,Kenya,KEN.35_1,Nyandarua,NA,Ndaragwa,NA,NA,Constituency,Constituency,"93",NA
KEN.35.4_1,KEN,Kenya,KEN.35_1,Nyandarua,NA,Ol Jorok,NA,NA,Constituency,Constituency,"92",NA
KEN.35.5_1,KEN,Kenya,KEN.35_1,Nyandarua,NA,Ol Kalou,NA,NA,Constituency,Constituency,"91",NA
KEN.36.1_1,KEN,Kenya,KEN.36_1,Nyeri,NA,Kieni,NA,NA,Constituency,Constituency,"95",NA
KEN.36.2_1,KEN,Kenya,KEN.36_1,Nyeri,NA,Mathira,NA,NA,Constituency,Constituency,"96",NA
KEN.36.3_1,KEN,Kenya,KEN.36_1,Nyeri,NA,Mukurweini,NA,NA,Constituency,Constituency,"98",NA
KEN.36.4_1,KEN,Kenya,KEN.36_1,Nyeri,NA,Nyeri Town,NA,NA,Constituency,Constituency,"99",NA
KEN.36.5_1,KEN,Kenya,KEN.36_1,Nyeri,NA,Othaya,NA,NA,Constituency,Constituency,"97",NA
KEN.36.6_1,KEN,Kenya,KEN.36_1,Nyeri,NA,Tetu,NA,NA,Constituency,Constituency,"94",NA
KEN.37.1_1,KEN,Kenya,KEN.37_1,Samburu,NA,Samburu East,NA,NA,Constituency,Constituency,"135",NA
KEN.37.2_1,KEN,Kenya,KEN.37_1,Samburu,NA,Samburu North,NA,NA,Constituency,Constituency,"134",NA
KEN.37.3_1,KEN,Kenya,KEN.37_1,Samburu,NA,Samburu West,NA,NA,Constituency,Constituency,"133",NA
KEN.38.1_1,KEN,Kenya,KEN.38_1,Siaya,NA,Alego Usonga,NA,NA,Constituency,Constituency,"234",NA
KEN.38.2_1,KEN,Kenya,KEN.38_1,Siaya,NA,Bondo,NA,NA,Constituency,Constituency,"236",NA
KEN.38.3_1,KEN,Kenya,KEN.38_1,Siaya,NA,Gem,NA,NA,Constituency,Constituency,"235",NA
KEN.38.4_1,KEN,Kenya,KEN.38_1,Siaya,NA,Rarieda,NA,NA,Constituency,Constituency,"237",NA
KEN.38.5_1,KEN,Kenya,KEN.38_1,Siaya,NA,Ugenya,NA,NA,Constituency,Constituency,"232",NA
KEN.38.6_1,KEN,Kenya,KEN.38_1,Siaya,NA,Ugunja,NA,NA,Constituency,Constituency,"233",NA
KEN.39.1_1,KEN,Kenya,KEN.39_1,Taita Taveta,NA,Mwatate,NA,NA,Constituency,Constituency,"25",NA
KEN.39.2_1,KEN,Kenya,KEN.39_1,Taita Taveta,NA,Taveta,NA,NA,Constituency,Constituency,"23",NA
KEN.39.3_1,KEN,Kenya,KEN.39_1,Taita Taveta,NA,Voi,NA,NA,Constituency,Constituency,"26",NA
KEN.39.4_1,KEN,Kenya,KEN.39_1,Taita Taveta,NA,Wundanyi,NA,NA,Constituency,Constituency,"24",NA
KEN.40.1_1,KEN,Kenya,KEN.40_1,Tana River,NA,Bura,NA,NA,Constituency,Constituency,"20",NA
KEN.40.2_1,KEN,Kenya,KEN.40_1,Tana River,NA,Galole,NA,NA,Constituency,Constituency,"19",NA
KEN.40.3_1,KEN,Kenya,KEN.40_1,Tana River,NA,Garsen,NA,NA,Constituency,Constituency,"18",NA
KEN.41.1_1,KEN,Kenya,KEN.41_1,Tharaka-Nithi,NA,Chuka/Igambang'Ombe,NA,NA,Constituency,Constituency,"61",NA
KEN.41.2_1,KEN,Kenya,KEN.41_1,Tharaka-Nithi,NA,Igembe South,NA,NA,Constituency,Constituency,"51",NA
KEN.41.3_1,KEN,Kenya,KEN.41_1,Tharaka-Nithi,NA,Maara,NA,NA,Constituency,Constituency,"60",NA
KEN.41.4_1,KEN,Kenya,KEN.41_1,Tharaka-Nithi,NA,Tharaka,NA,NA,Constituency,Constituency,"62",NA
KEN.42.1_1,KEN,Kenya,KEN.42_1,Trans Nzoia,NA,Cherangany,NA,NA,Constituency,Constituency,"140",NA
KEN.42.2_1,KEN,Kenya,KEN.42_1,Trans Nzoia,NA,Endebess,NA,NA,Constituency,Constituency,"137",NA
KEN.42.3_1,KEN,Kenya,KEN.42_1,Trans Nzoia,NA,Kiminini,NA,NA,Constituency,Constituency,"139",NA
KEN.42.4_1,KEN,Kenya,KEN.42_1,Trans Nzoia,NA,Kwanza,NA,NA,Constituency,Constituency,"136",NA
KEN.42.5_1,KEN,Kenya,KEN.42_1,Trans Nzoia,NA,Saboti,NA,NA,Constituency,Constituency,"138",NA
KEN.42.6_1,KEN,Kenya,KEN.42_1,Trans Nzoia,NA,unknown 4,NA,NA,Constituency,Constituency,"0",NA
KEN.43.1_1,KEN,Kenya,KEN.43_1,Turkana,NA,Loima,NA,NA,Constituency,Constituency,"126",NA
KEN.43.2_1,KEN,Kenya,KEN.43_1,Turkana,NA,Turkana Central,NA,NA,Constituency,Constituency,"125",NA
KEN.43.3_1,KEN,Kenya,KEN.43_1,Turkana,NA,Turkana East,NA,NA,Constituency,Constituency,"128",NA
KEN.43.4_1,KEN,Kenya,KEN.43_1,Turkana,NA,Turkana North,NA,NA,Constituency,Constituency,"123",NA
KEN.43.5_1,KEN,Kenya,KEN.43_1,Turkana,NA,Turkana South,NA,NA,Constituency,Constituency,"127",NA
KEN.43.6_1,KEN,Kenya,KEN.43_1,Turkana,NA,Turkana West,NA,NA,Constituency,Constituency,"124",NA
KEN.43.7_1,KEN,Kenya,KEN.43_1,Turkana,NA,unknown 2,NA,NA,Constituency,Constituency,"0",NA
KEN.44.1_1,KEN,Kenya,KEN.44_1,Uasin Gishu,NA,Ainabkoi,NA,NA,Constituency,Constituency,"144",NA
KEN.44.2_1,KEN,Kenya,KEN.44_1,Uasin Gishu,NA,Kapseret,NA,NA,Constituency,Constituency,"145",NA
KEN.44.3_1,KEN,Kenya,KEN.44_1,Uasin Gishu,NA,Kesses,NA,NA,Constituency,Constituency,"146",NA
KEN.44.4_1,KEN,Kenya,KEN.44_1,Uasin Gishu,NA,Moiben,NA,NA,Constituency,Constituency,"143",NA
KEN.44.5_1,KEN,Kenya,KEN.44_1,Uasin Gishu,NA,Soy,NA,NA,Constituency,Constituency,"141",NA
KEN.44.6_1,KEN,Kenya,KEN.44_1,Uasin Gishu,NA,Turbo,NA,NA,Constituency,Constituency,"142",NA
KEN.45.1_1,KEN,Kenya,KEN.45_1,Vihiga,NA,Emuhaya,NA,NA,Constituency,Constituency,"215",NA
KEN.45.2_1,KEN,Kenya,KEN.45_1,Vihiga,NA,Hamisi,NA,NA,Constituency,Constituency,"213",NA
KEN.45.3_1,KEN,Kenya,KEN.45_1,Vihiga,NA,Luanda,NA,NA,Constituency,Constituency,"214",NA
KEN.45.4_1,KEN,Kenya,KEN.45_1,Vihiga,NA,Sabatia,NA,NA,Constituency,Constituency,"212",NA
KEN.45.5_1,KEN,Kenya,KEN.45_1,Vihiga,NA,Vihiga,NA,NA,Constituency,Constituency,"211",NA
KEN.46.1_1,KEN,Kenya,KEN.46_1,Wajir,NA,Eldas,NA,NA,Constituency,Constituency,"37",NA
KEN.46.2_1,KEN,Kenya,KEN.46_1,Wajir,NA,Tarbaj,NA,NA,Constituency,Constituency,"35",NA
KEN.46.3_1,KEN,Kenya,KEN.46_1,Wajir,NA,Wajir East,NA,NA,Constituency,Constituency,"34",NA
KEN.46.4_1,KEN,Kenya,KEN.46_1,Wajir,NA,Wajir North,NA,NA,Constituency,Constituency,"33",NA
KEN.46.5_1,KEN,Kenya,KEN.46_1,Wajir,NA,Wajir South,NA,NA,Constituency,Constituency,"38",NA
KEN.46.6_1,KEN,Kenya,KEN.46_1,Wajir,NA,Wajir West,NA,NA,Constituency,Constituency,"36",NA
KEN.47.1_1,KEN,Kenya,KEN.47_1,West Pokot,NA,Kacheliba,NA,NA,Constituency,Constituency,"131",NA
KEN.47.2_1,KEN,Kenya,KEN.47_1,West Pokot,NA,Kapenguria,NA,NA,Constituency,Constituency,"129",NA
KEN.47.3_1,KEN,Kenya,KEN.47_1,West Pokot,NA,Pokot South,NA,NA,Constituency,Constituency,"132",NA
KEN.47.4_1,KEN,Kenya,KEN.47_1,West Pokot,NA,Sigor,NA,NA,Constituency,Constituency,"130",NA
KEN.47.5_1,KEN,Kenya,KEN.47_1,West Pokot,NA,unknown 3,NA,NA,Constituency,Constituency,"0",NA
